시간,내부온도관측치,외부온도관측치,내부습도관측치,외부습도관측치,CO2관측치,EC관측치,최근분무량,화이트 LED동작강도,레드 LED동작강도,블루 LED동작강도,냉방온도,냉방부하,난방온도,난방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-06-03 20:12,22.39999961853028,23.299999237060547,81.5,58.29999923706055,508.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:13,22.39999961853028,23.200000762939453,81.4000015258789,57.20000076293945,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:14,22.39999961853028,23.0,81.4000015258789,56.400001525878906,507.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:15,22.39999961853028,22.89999961853028,81.30000305175781,56.0,513.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:16,22.39999961853028,22.89999961853028,81.30000305175781,56.20000076293945,509.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:17,22.39999961853028,22.799999237060547,81.19999694824219,57.400001525878906,510.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:18,22.39999961853028,22.799999237060547,81.0999984741211,56.09999847412109,506.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:19,22.39999961853028,22.600000381469727,81.0,56.29999923706055,503.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:20,22.299999237060547,22.600000381469727,81.0,57.59999847412109,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:21,22.299999237060547,22.700000762939453,81.0,59.09999847412109,508.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:22,22.299999237060547,22.799999237060547,81.0999984741211,60.400001525878906,509.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:23,22.299999237060547,22.89999961853028,81.19999694824219,61.09999847412109,510.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:24,22.299999237060547,23.0,81.30000305175781,61.70000076293945,505.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:25,22.299999237060547,23.100000381469727,81.30000305175781,62.5,512.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:26,22.299999237060547,23.100000381469727,81.30000305175781,62.79999923706055,507.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:27,22.39999961853028,23.100000381469727,81.30000305175781,62.900001525878906,509.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:28,22.299999237060547,23.200000762939453,81.30000305175781,62.900001525878906,507.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:29,22.39999961853028,23.200000762939453,81.30000305175781,60.09999847412109,507.0,0.1158069297671318,10708.13,,,,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:30,22.299999237060547,23.0,81.5,58.0,508.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:31,22.39999961853028,22.89999961853028,81.5999984741211,57.5,506.0,0.114252470433712,10708.13,,,,20.0,21.999998092651367,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:32,22.299999237060547,22.799999237060547,81.5999984741211,57.29999923706055,507.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:33,22.299999237060547,22.799999237060547,81.5,57.0,504.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,,18.0,,0.0,0.0,0.0,0.0
2021-06-03 20:34,22.299999237060547,22.799999237060547,81.4000015258789,56.5,507.0,0.1150297001004219,10708.13,0.0,0.0,0.0,,21.49999618530273,,0.0,,,,
2021-06-03 20:35,22.299999237060547,22.600000381469727,81.19999694824219,56.0,503.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:36,22.299999237060547,22.600000381469727,81.0999984741211,56.0,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:37,22.299999237060547,22.600000381469727,81.0999984741211,58.29999923706055,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:38,22.299999237060547,22.700000762939453,81.0999984741211,59.20000076293945,504.0,0.1158069297671318,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:39,22.299999237060547,22.799999237060547,81.0999984741211,60.29999923706055,504.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:40,22.299999237060547,22.89999961853028,81.19999694824219,61.09999847412109,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:41,22.299999237060547,23.200000762939453,81.30000305175781,62.0,509.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:42,22.299999237060547,23.299999237060547,81.4000015258789,62.59999847412109,507.0,0.1134752407670021,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:43,22.299999237060547,23.39999961853028,81.5,62.29999923706055,510.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:44,22.299999237060547,23.299999237060547,81.4000015258789,59.09999847412109,509.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:45,22.299999237060547,23.299999237060547,81.4000015258789,58.20000076293945,503.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:46,22.299999237060547,22.89999961853028,81.30000305175781,56.900001525878906,504.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:47,22.299999237060547,22.799999237060547,81.80000305175781,56.20000076293945,506.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:48,22.299999237060547,22.799999237060547,82.0,56.0,505.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:49,22.299999237060547,22.799999237060547,81.9000015258789,55.900001525878906,506.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:50,22.299999237060547,22.700000762939453,81.9000015258789,57.59999847412109,510.0,0.1150297001004219,10708.13,0.0,,,20.0,21.49999618530273,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:51,22.200000762939453,22.700000762939453,81.9000015258789,56.5,506.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:52,22.200000762939453,22.600000381469727,81.5999984741211,54.900001525878906,504.0,0.114252470433712,10708.13,,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:53,22.100000381469727,22.5,81.5,57.20000076293945,502.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:54,22.100000381469727,22.5,81.5,58.400001525878906,512.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:55,22.100000381469727,22.600000381469727,81.5,59.400001525878906,509.0,0.114252470433712,10708.13,,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:56,22.100000381469727,22.600000381469727,81.5999984741211,60.20000076293945,505.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:57,22.100000381469727,22.700000762939453,81.80000305175781,61.20000076293945,508.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:58,22.100000381469727,22.89999961853028,81.80000305175781,61.900001525878906,508.0,0.1134752407670021,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 20:59,22.100000381469727,23.0,81.9000015258789,62.0,506.0,0.114252470433712,10708.13,,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:00,22.200000762939453,23.100000381469727,82.0,62.5,503.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:01,22.200000762939453,23.200000762939453,82.0,62.900001525878906,503.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:02,22.100000381469727,23.299999237060547,82.4000015258789,61.20000076293945,508.0,0.114252470433712,10708.13,,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:03,22.200000762939453,23.100000381469727,82.69999694824219,59.0,505.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:04,22.200000762939453,22.89999961853028,82.5999984741211,57.900001525878906,500.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:05,22.100000381469727,22.799999237060547,82.4000015258789,57.5,499.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:06,22.200000762939453,22.799999237060547,82.30000305175781,57.59999847412109,505.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:07,22.200000762939453,22.700000762939453,82.0999984741211,57.09999847412109,507.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:08,22.200000762939453,22.600000381469727,81.9000015258789,56.900001525878906,502.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:09,22.100000381469727,22.600000381469727,81.5999984741211,58.400001525878906,506.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:10,22.100000381469727,22.700000762939453,81.5999984741211,59.5,502.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:11,22.100000381469727,22.799999237060547,81.5999984741211,60.09999847412109,504.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:12,22.100000381469727,22.89999961853028,81.5,60.59999847412109,504.0,0.114252470433712,10708.13,0.0,,,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:13,22.100000381469727,22.89999961853028,81.5999984741211,61.5,501.0,0.1134752407670021,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:14,22.100000381469727,23.100000381469727,81.5999984741211,62.29999923706055,501.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:15,22.100000381469727,23.100000381469727,81.5999984741211,62.900001525878906,503.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:16,22.200000762939453,23.100000381469727,81.5999984741211,62.59999847412109,497.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:17,22.200000762939453,23.100000381469727,81.5999984741211,59.79999923706055,499.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:18,22.100000381469727,23.100000381469727,81.5999984741211,58.900001525878906,500.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:19,22.200000762939453,23.0,81.5,57.70000076293945,498.0,0.1158069297671318,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:20,22.200000762939453,22.799999237060547,81.5,57.09999847412109,495.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:21,22.100000381469727,22.700000762939453,81.4000015258789,56.59999847412109,499.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:22,22.100000381469727,22.600000381469727,81.30000305175781,56.5,500.0,0.114252470433712,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:23,22.100000381469727,22.600000381469727,81.30000305175781,56.59999847412109,493.0,0.1150297001004219,10708.13,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:24,22.100000381469727,22.5,81.5,58.20000076293945,501.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:25,22.100000381469727,22.5,81.69999694824219,60.5,494.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:26,22.100000381469727,22.600000381469727,81.80000305175781,61.20000076293945,493.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:27,22.100000381469727,22.600000381469727,81.9000015258789,61.79999923706055,494.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:28,22.100000381469727,22.799999237060547,82.0999984741211,62.09999847412109,493.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:29,22.100000381469727,22.89999961853028,82.19999694824219,62.79999923706055,494.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:30,22.100000381469727,23.299999237060547,82.4000015258789,63.400001525878906,491.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:31,22.200000762939453,23.200000762939453,82.5,63.5,494.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:32,22.100000381469727,23.299999237060547,82.5999984741211,63.09999847412109,493.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:33,22.200000762939453,23.299999237060547,82.80000305175781,60.09999847412109,490.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:34,22.200000762939453,23.200000762939453,83.0,58.900001525878906,493.0,0.1134752407670021,11470.7,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:35,22.100000381469727,23.0,83.0,57.59999847412109,491.0,0.114252470433712,11470.7,0.0,0.0,0.0,,,,,,,,
2021-06-03 21:36,22.200000762939453,22.799999237060547,82.80000305175781,56.70000076293945,493.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:37,22.100000381469727,22.799999237060547,82.69999694824219,56.5,485.0,0.114252470433712,11470.7,,0.0,0.0,20.0,21.000003814697266,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:38,22.100000381469727,22.799999237060547,82.5,56.5,491.0,0.1134752407670021,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:39,22.100000381469727,22.700000762939453,82.4000015258789,56.400001525878906,489.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:40,22.100000381469727,22.600000381469727,82.30000305175781,56.09999847412109,483.0,0.1134752407670021,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:41,22.100000381469727,22.600000381469727,82.30000305175781,59.29999923706055,487.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:42,22.100000381469727,22.600000381469727,82.30000305175781,59.900001525878906,484.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:43,22.100000381469727,22.799999237060547,82.30000305175781,60.400001525878906,486.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:44,22.100000381469727,22.799999237060547,82.30000305175781,61.20000076293945,483.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:45,22.100000381469727,22.799999237060547,82.30000305175781,61.900001525878906,487.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:46,22.100000381469727,22.799999237060547,82.30000305175781,62.400001525878906,483.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:47,22.100000381469727,23.100000381469727,82.19999694824219,62.900001525878906,479.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:48,22.100000381469727,23.100000381469727,82.19999694824219,63.09999847412109,478.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:49,22.100000381469727,23.100000381469727,82.19999694824219,63.0,483.0,0.1134752407670021,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:50,22.100000381469727,23.100000381469727,82.19999694824219,59.70000076293945,478.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:51,22.100000381469727,22.89999961853028,82.19999694824219,58.5,475.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:52,22.100000381469727,22.600000381469727,82.0,56.59999847412109,475.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:53,22.100000381469727,22.39999961853028,81.9000015258789,56.70000076293945,477.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:54,22.100000381469727,22.299999237060547,81.80000305175781,58.400001525878906,471.0,0.114252470433712,11470.7,0.0,,,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:55,22.100000381469727,22.39999961853028,81.80000305175781,59.29999923706055,475.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:56,22.100000381469727,22.5,81.9000015258789,60.09999847412109,474.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:57,22.100000381469727,22.600000381469727,82.4000015258789,61.70000076293945,472.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:58,22.0,22.700000762939453,82.5999984741211,62.0,473.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 21:59,22.0,22.799999237060547,82.5999984741211,62.400001525878906,472.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:00,22.0,22.89999961853028,82.5999984741211,62.59999847412109,471.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:01,22.100000381469727,23.0,82.5999984741211,62.59999847412109,469.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:02,22.100000381469727,23.100000381469727,82.5999984741211,62.79999923706055,467.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:03,22.100000381469727,23.200000762939453,82.69999694824219,61.29999923706055,467.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:04,22.100000381469727,23.100000381469727,82.69999694824219,59.400001525878906,468.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:05,22.100000381469727,22.89999961853028,82.5999984741211,58.20000076293945,465.0,0.1150297001004219,11470.7,,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:06,22.100000381469727,22.799999237060547,82.5999984741211,57.59999847412109,467.0,0.1150297001004219,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:07,22.100000381469727,22.700000762939453,82.5,56.59999847412109,465.0,0.114252470433712,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 22:08,22.100000381469727,22.700000762939453,82.4000015258789,57.0,464.0,0.1158069297671318,11470.7,0.0,0.0,0.0,20.0,20.50000190734864,18.0,0.0,0.0,0.0,0.0,0.0
